city,coordinates,country,favorite_count,followers_count,id,location,timestamp,tweet_text,username,party,is_duplicate
 , , ,0.0,136.0,1.119437040657916e+18,b'',2019-04-20 03:06:03, We promis dont deliv just correct dont correct plea check elect electionswithht electionswithnew congress aap bjp,b'cnpawar',Both,False
 , , ,10.0,394.0,1.1194319919113012e+18,"b'New Delhi, India'",2019-04-20 02:45:59,I want known good deed goodmorn aap westdelhijakhar loksabhaelect voteforchang fullstatehooddelhi,b'bsjakharaap',Others,False
 , , ,0.0,34.0,1.119427043442094e+18,"b'Ghatal, Midnapur, WB  India'",2019-04-20 02:26:19, what aap need make coalit aap form combat congress,b'HimanshuHazra1',Congress,False
 , , ,0.0,89.0,1.119426340803924e+18,"b'Zahirabad, India'",2019-04-20 02:23:32,RT and I vote child child get good educ smile aap,b'Tarak_tp',Others,False
 , , ,0.0,9.0,1.1194182159590932e+18,b'',2019-04-20 01:51:15,RT On nd floor lobbi wall aap headquart say doesnt,b'moni4045',Others,False
 , , ,0.0,20.0,1.1193887020342844e+18,"b'Indiana, USA'",2019-04-19 23:53:58, harvard train american board certifi practic physician strongli support narendramodi bjp vision nation hard work and strongli oppos divid india forc congress mamta banerje aap maoist leftist proud nation jai bharat ,b'abhidocshahi',Both,False
 , , ,0.0,28.0,1.1193870716453068e+18,b'Hyderabad',2019-04-19 23:47:29, remind aap presid chose gain popular sympathi humblepubl delhi thi stunt gain attent focu cheappolit,b'abhishekindoria',Others,False
Mumbai, ,India,0.0,70.0,1.119358926510674e+18,b'mumbai',2019-04-19 21:55:39,even beggar self respect aap dont,b'prince_man11',Others,False
 , , ,0.0,173.0,1.1193548702873068e+18,b'',2019-04-19 21:39:32,answer thi want see prime minist india electioncommissionofindia electioncommiss elect indiaelect bjp congress aap bsp SP tmc note A poll without see popular ,b'its_GauravChand',Both,False
 , , ,0.0,819.0,1.119348914807767e+18,"b'New Delhi, India'",2019-04-19 21:15:52, aap memori z weak medium hous show aap leader thr role play india gate year agoampthr consequ decis regist aap If memori intact aap form ppl issu wid govt I hope wisdom prevail congress aap lost memori,b'Swarupama',Congress,False
 , , ,0.0,485.0,1.119346450171859e+18,b'Delhi',2019-04-19 21:06:04,RT In lastditch effort form allianc congress save countri modishah duo aap postp,b'rkrishan1',Congress,False
 , , ,0.0,197.0,1.1193448614282976e+18,b'Milky Way',2019-04-19 20:59:46,RT US navi patent design vacuumbubbl wrap gravitationalwav ride triangular craft eerili similar man,b'GalacticProcto',Others,False
 , , ,0.0,234.0,1.1193413895426172e+18,b'Universe ',2019-04-19 20:45:58,RT break congaap allianc talk break aap refus cong offer aap want seat dushyant chautala,b'iFirstCitizen',Others,False
 , , ,5.0,361820.0,1.1193373795994748e+18,b'Chennai',2019-04-19 20:30:02,In lastditch effort form allianc congress save countri modishah duo aap postpon nomin candid say parti leader,b'NewIndianXpress',Congress,False
 , , ,0.0,107.0,1.1193239901896992e+18,b'',2019-04-19 19:36:49,RT choic evid choos aap westdelhijakhar loksabhaelect jakhar manualscaveng,b'Deepakk70291958',Others,False
 , , ,0.0,206.0,1.1193189734624092e+18,"b'New York, NY'",2019-04-19 19:16:53,aap govern aapatwork thinkbeforeyouvot,b'GutznGlory',Others,False
 , , ,0.0,22.0,1.119315015876608e+18,b'',2019-04-19 19:01:10,To watch full video click elect namoagain congresshaina aap,b'MayankDixit703',Congress,False
 , , ,0.0,164.0,1.1193103271061628e+18,"b'Nayanda Halli, Bengaluru'",2019-04-19 18:42:32,RT are talk cong form govt aap delhi went coma later,b'PradeepChikalur',Others,False
 , , ,0.0,231.0,1.1192999132072305e+18,b'India',2019-04-19 18:01:09, tomorrow inc announc remain candid amp end aap want want contest critic congress aapian would begin canvas congress want strengthen bjp congress would win seat aap zero drama end,b'mahmoodalam1963',Both,False
 , , ,0.0,113.0,1.1192990549056388e+18,b'',2019-04-19 17:57:44,RT leader bjp aap engag vocal slugfest rather find resolut sealingdr delhi ,b'CABKSingh',BJP,False
 , , ,7.0,2010351.0,1.1192969647078031e+18,"b'Mumbai, India'",2019-04-19 17:49:26,leader bjp aap engag vocal slugfest rather find resolut sealingdr delhi mayapuri scrap market made worker jobless elect,b'firstpost',BJP,False
 , , ,0.0,231.0,1.1192966659936708e+18,b'India',2019-04-19 17:48:15, tomorrow congress announc candid remain seat amp suspens end aap never want allianc,b'mahmoodalam1963',Congress,False
 , , ,0.0,396.0,1.1192948676229038e+18,b'INDIA',2019-04-19 17:41:06, though medium doesnt show work social medium social medium power aap good presenc twitter credit SM team aap,b'Deepak_k_selvam',Others,False
 , , ,0.0,125.0,1.1192942282308036e+18,b'',2019-04-19 17:38:34,amethi amethikarahulgandhi aapcongressalli kejriw wayanad kerala azamgarh gorakhpur aaplimumbaichimulagi aap malegaon blast now nia say maharashtra at plant rdx frame Lt col purohit india new time india,b'sukh707',Congress,False
 , , ,3.0,1360.0,1.1192935481956556e+18,b'India',2019-04-19 17:35:52,priyankachaturvedi isnt one take volubl shazia ilmi went aap bjp gaurav bhatia went SP rahul narvekar priyanka revers almost go shivsena ncp among one I didnt name mani relat,b'kazhugan',Congress,False
 , , ,0.0,784.0,1.1192871244429804e+18,"b'Noida, India'",2019-04-19 17:10:20,just I got call number content voic arvind kejriw say vote aap parti make puran rajya suppos ye delhi ki seat jeet bi jata ha tab bhi PM ni ban sakta fir kyu rayta faila raha ha kejriwalchewtiyahai,b'Swadesh_KSingh',Others,False
 , , ,0.0,16066.0,1.119284416453456e+18,b'India',2019-04-19 16:59:34,RT akshay kumar wife twinkl khanna compar arvind kejriw kid cover face underwear aap kejriw via,b'ibtimes_india',Others,False
 , , ,0.0,1.0,1.1192814186627564e+18,b'',2019-04-19 16:47:40,for fact follow corruptioninindia indiaagainstcorrupt aap bjp congress r mumbai aamchimumbai delhi newdelhi delhicm jaipur rajasthan uttarpradesh bihar punjab haryana chandigarh h,b'Fact_kart',Both,False
 , , ,0.0,33.0,1.1192799931403304e+18,b'India',2019-04-19 16:42:00,read india stori india aap give anoth chanc congress delhi,b'_India71',Congress,False
 , , ,0.0,546.0,1.119276447582032e+18,b'',2019-04-19 16:27:54,RT have bless good friday goodfriday jesuschrist jesu aap jakhar jakharwestdelhi loksabhaelect http,b'rajeevgoyal7',Others,False
 , , ,2.0,529.0,1.119274899355263e+18,b'',2019-04-19 16:21:45,break congaap allianc talk break aap refus cong offer aap want seat dushyant chautala jjp haryana congress aap,b'MalhotraShivya',Congress,False
 , , ,0.0,1237.0,1.1192697735886234e+18,b'the wine capital of India',2019-04-19 16:01:23,A clear reflect Of the and ideolog aap candid east delhi and sadhvipragya bjp candid,b'praveengavit10',BJP,False
 , , ,0.0,161.0,1.1192639083242044e+18,"b'New Delhi, India'",2019-04-19 15:38:05,the longest talk allianc polit parti histori world polit still progress whole process given new phrase world aap congress aapcongress,b'vikasjournolko',Congress,False
 , , ,0.0,111.0,1.1192626901599724e+18,b'Bangalore',2019-04-19 15:33:14, If congress free seek allianc aap parti join shivsena ,b'SRINIPYT',Congress,False
 , , ,1.0,529.0,1.1192596956827034e+18,b'',2019-04-19 15:21:20,aap senior leader manish sisodia sanjay singh address import press confer AM tomorrow saturday april announc final decis lok sabha elect allianc congress aap indiaelect,b'MalhotraShivya',Congress,False
 , , ,0.0,117.0,1.1192573245212508e+18,"b'Brooklyn Park, MN'",2019-04-19 15:11:55,are current aap want master payment knowledg appli today win the payment institut scholarship umacha tpi take place atlanta georgia juli varieti payment program tpi scholarship aap payment,b'UMACHA2',Others,False
 , , ,1.0,11.0,1.1192550132792689e+18,b'',2019-04-19 15:02:44,thi mohali phase punjab which parti take respons civil safeti peopl mohali punjab loksabhaelect bjpsankalppatr bjp congressmanifesto congress aap,b'subodhsharma_24',Both,False
 , , ,0.0,1.0,1.1192538930940273e+18,b'',2019-04-19 14:58:17,aap give anoth chanc congress delhi via aap desper make allianc congress they sen cannot win delhi haryana without allianc congress,b'kvrahavan03',Congress,False
 , , ,0.0,166.0,1.119248429874598e+18,b'India',2019-04-19 14:36:34, how desper aap kejriw parti fought congress sheila dikshit vadra corrupt,b'himjoshi1',Congress,False
 , , ,0.0,9.0,1.1192398387486924e+18,b'',2019-04-19 14:02:26,what hell even phone call use polit campaign violat person privaci elect aap privaci iwantjustic,b'IshanMalhotraa',Others,False
 , , ,0.0,1659.0,1.1192385080639857e+18,b'',2019-04-19 13:57:09, RT sushmaswaraj pl ask rel friend leav tripoli immedi We abl evacu later pl RT aap,b'AbhiArchive',Others,False
 , , ,1.0,830.0,1.11923524742443e+18,b'India',2019-04-19 13:44:12,it ideolog doe aap and congress ideolog IS differ rjd jdu SP bsp but bjp ideolog differ parti it ideolog,b'ravinishpal',Both,False
 , , ,1.0,61.0,1.1192341624418508e+18,"b'Jaipur, India'",2019-04-19 13:39:53, make new educ parti bjp congress sp bsp aap goon parti,b'Narendrapahatia',Both,False
 , , ,24.0,394.0,1.1192339899176018e+18,"b'New Delhi, India'",2019-04-19 13:39:12,choic evid choos aap westdelhijakhar loksabhaelect jakhar manualscaveng,b'bsjakharaap',Others,False
 , , ,3.0,231.0,1.1192332777205472e+18,b'India',2019-04-19 13:36:22, It would Be polit folli aap accept last offer congress congress want ensur victori three seat delhi allianc aap would least ensur victori one two MP too much egoclev aap would good,b'mahmoodalam1963',Congress,False
 , , ,0.0,1434.0,1.11923036130773e+18,b'Coimbatore',2019-04-19 13:24:47,RT aap seem perfectli ok tortur femal inmat custodi what aaptard seem awar,b'wavehit',Others,False
New Delhi, ,India,0.0,65.0,1.1192283792264438e+18,b'',2019-04-19 13:16:54,for nautanki amp monkey when u dont monkey cap use aap,b'SCha1011',Others,False
 , , ,0.0,42.0,1.1192267380582196e+18,b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',2019-04-19 13:10:23,RT it start aap promot person parti leader save yakub memon ajmal kasab like terro,b'hnnnn94346676',Others,False
 , , ,1.0,1508.0,1.1192243420788696e+18,b'',2019-04-19 13:00:51,aap seem perfectli ok tortur femal inmat custodi what aaptard seem awar along sew machin parti,b'GreatHeretic',Others,False
 , , ,3.0,1413.0,1.1192241885631242e+18,b'India',2019-04-19 13:00:15,akshay kumar wife twinkl khanna compar arvind kejriw kid cover face underwear aap kejriw via,b'IBTimesIND_Ent',Others,False
 , , ,2.0,1218.0,1.1192216895464694e+18,"b'Alberta, Canada'",2019-04-19 12:50:19, look guy youll alreadi give last chanc elect not form allianc such relationship dont work last youll disservic peopl congress aap,b'FerrolEl',Congress,False
 , , ,0.0,1874.0,1.1192183793723884e+18,b'India',2019-04-19 12:37:10,aap give anoth chanc congress delhi loksabhaelect,b'thenglishpost',Congress,False
 , , ,0.0,437.0,1.1192181670986876e+18,"b'Mumbai, Bharat'",2019-04-19 12:36:19, whatev say last year shame true color but cant blame anna aap gutter mouth right,b'JITENDRATW',Others,False
 , , ,0.0,18188.0,1.1192175069908664e+18,b'New Delhi',2019-04-19 12:33:42,give anoth chanc congress forg allianc delhi aamaadmiparti aap april postpon till next week file nomin three loksabha candid loksabhaelect dangal indiaelect photo aap,b'ians_india',Congress,False
Mumbai, ,India,1.0,11130.0,1.1192166626523588e+18,b'India',2019-04-19 12:30:21,these last chanc congress aap like last amp final board call airlin staff airport,b'jitengajaria',Congress,False
 , , ,0.0,86.0,1.119214305965224e+18,b'',2019-04-19 12:20:59,probabl breakingnew allianc bw amp wil b declar hour expiri withdraw nomin both parti field nich time withdraw nomin wil b file for cong aap amp for cong aap wil file withdraw,b'BebakVichar',BJP,False
 , , ,1.0,130.0,1.119212844577448e+18,b'Canada',2019-04-19 12:15:10,enjoy easter weekend aap canadianadmin adminprofession,b'canada_aaa',Others,False
 , , ,1.0,3982.0,1.11921090863351e+18,"b'New Delhi, India'",2019-04-19 12:07:29,aap target bjp MP ramesh bidhuri accus provid basic facil adopt villag aap bjp MP rameshbidhuri villag tennewsdotin,b'TenNewsDotIn',BJP,False
 , , ,1.0,59.0,1.1192095574424864e+18,b'',2019-04-19 12:02:07, thank god thi associ woke deep sleep plea stand word make sure chai walla money come respect aap,b'vaid_abhay',Others,False
 , , ,0.0,130.0,1.1192095304900648e+18,b'Canada',2019-04-19 12:02:00,dont forget regist apc rememb aap member get discount attend see email detail professionaldevelop canadianadmin learnthrivegrow apccan,b'canada_aaa',Others,False
 , , ,0.0,1659.0,1.119208382735487e+18,b'',2019-04-19 11:57:26, aamaadmiparti south delhi candid raghavchadha hold mega roadshow sunday ahead file nomin join aam aadmi revolut april AM aap,b'AbhiArchive',Others,False
 , , ,1.0,529.0,1.1192049364980696e+18,b'',2019-04-19 11:43:45,bjp nation secretari sardar RP singh demand cancel mega parent teacher meet ptm call deputi chief minist delhi manish sisodia held april Oh everyth shall fall place per rule bjp aap,b'MalhotraShivya',BJP,False
 , , ,0.0,102.0,1.119204494544388e+18,b'',2019-04-19 11:41:59, who said modigovt divid india look old enemi join hand SP bsp earleir divid ncp trinmoolcongress congress aap,b'Sarojlenka',Both,False
 , , ,0.0,54.0,1.1192042716171304e+18,b'',2019-04-19 11:41:06, when stay news becom import end shameless public claim the time tick aap loksabhaelect,b'Numberr_17',Others,False
 , , ,0.0,123.0,1.1191952172135712e+18,"b'Bhubaneshwar, Odisha'",2019-04-19 11:05:08,RT moral point about congress moral amp congress like amar singh amp mahatma gandhi where way,b'PradhanRamjilal',Congress,False
 , , ,0.0,52.0,1.1191950712728904e+18,b'',2019-04-19 11:04:33,hope someday peopl desir minist govern india show practic love human be lead selflessli instead tri accus hurt amp blame bjpmanifesto bjp congress aap india polit elect narendramodi rahulgandhi,b'robertdabob',Both,False
 , , ,0.0,725.0,1.1191948978929582e+18,"b'New Delhi, India'",2019-04-19 11:03:51,gandhi famili condon rajiv killer tamil vote rahul readi allianc aap want strip rajiv bharatratnaagain polit No wonder chose sexist lumpen goon hardwork woman leader good mess,b'pritamkothadiya',Congress,False
 , , ,0.0,70.0,1.1191929089666336e+18,b'',2019-04-19 10:55:57, aap like peski fli raini season keep shoo away keep come back annoy till take squatter crush,b'mashrun',Others,False
 , , ,2.0,899.0,1.1191896789204828e+18,b'',2019-04-19 10:43:07, moral point about congress moral amp congress like amar singh amp mahatma gandhi where way moral compass amp baromet left fraud pocket aap toilet whi pretend journo whi soil alreadi tatter credibl,b'Vijendra1Verma',Congress,False
 , , ,0.0,6.0,1.1191855096857108e+18,"b'British Columbia, Canada'",2019-04-19 10:26:33, take dig join said He gone sad aveng father assassin generalelect aap sad akali globalpunjjabenglish brartosad,b'EnglishPunjab',Others,False
 , , ,2.0,529.0,1.119182772478722e+18,b'',2019-04-19 10:15:41,gopal rai allianc cong aap postpon nomin candid nd suppos file nomin th delhiharyanachandigarh If opposit come seat dictatorship bjp could defeat aap congress indianelect,b'MalhotraShivya',Both,False
 , , ,0.0,506.0,1.1191825145206415e+18,b'India',2019-04-19 10:14:39, her profil suit aap after shazi ilmi left whatev reason even get prestigi ticket void wasnt fill anyon alka lamba dumb but beg allianc join aap would tough,b'Aam_Hindustaani',Others,False
 , , ,2.0,2361.0,1.1191824213401724e+18,b'',2019-04-19 10:14:17,thi polit bjp congress aap parti spokesperson parti fight file pic ,b'eclecticinvestr',Both,False
 , , ,0.0,0.0,1.1191822820470988e+18,b'',2019-04-19 10:13:44,RT those choos path truth non violenc never face inner guilt life loksabhaelect jakhar,b'MANISHK16983668',Others,False
 , , ,0.0,0.0,1.1191822360481668e+18,b'',2019-04-19 10:13:33,RT aam aadmi parti first nomin delhi come show support parti,b'MANISHK16983668',Others,False
 , , ,0.0,0.0,1.1191815645485302e+18,b'',2019-04-19 10:10:53,RT aap west delhi candid balbir singh jakhar file nomin paper loksabhaelect photo http,b'MANISHK16983668',Others,False
 , , ,4.0,377.0,1.1191714313409454e+18,"b'New Delhi, India'",2019-04-19 09:30:37,aapampjjpmak haryana allianc offici latter name candid parti decid go ahead without congress aap got ambala karnal faridabad,b'MeenaJo43920777',Congress,False
 , , ,0.0,19286.0,1.1191706165972378e+18,"b'Punjab, India'",2019-04-19 09:27:22,RT can b option swap aap inc allianc take back seat alkal Vs priyankac,b'AtheistMayra',Others,False
 , , ,0.0,7988.0,1.119169356624044e+18,b'Bharath',2019-04-19 09:22:22,RT madam aap start corrupt upa accus directli robert vadra last week pump,b'rameshsethu',Others,False
 , , ,0.0,125.0,1.1191671987301336e+18,b'',2019-04-19 09:13:47, disgrac take kid oath join hand congress congress use blame corrupt now part corrupt veri disgrac cheat delhit peopl delhi delhicapit bhopal aapcongressalli aap,b'sukh707',Congress,False
 , , ,1.0,506.0,1.1191631558615e+18,b'India',2019-04-19 08:57:44, ye aap would better choic err few woman left aap reason far I rememb,b'Aam_Hindustaani',Others,False
 , , ,4.0,938.0,1.1191610854481838e+18,"b'Bengaluru, India'",2019-04-19 08:49:30, madam aap start corrupt upa accus directli robert vadra last week pump join togeth hallucin Go get life,b'pvsswamy',Others,False
 , , ,0.0,11.0,1.1191602358499656e+18,"b'Morbi, India'",2019-04-19 08:46:07,RT follow who role model Mr kejriw follow plea explain I like mar,b'LuciusLtd',Others,False
 , , ,0.0,459.0,1.1191545185355244e+18,b'',2019-04-19 08:23:24,delhi delhicapit delhiboy delhinew goodfriday aap bjp bjp modi elect elect elect abkibaarkiskisarkar electionswithtim govt school delhi,b'netas_r_corrupt',BJP,False
 , , ,0.0,2059.0,1.1191529989014036e+18,b'',2019-04-19 08:17:22,RT epap for detail version plea log polit congress bjp aap loksabha R,b'nembotavy_0101',Both,False
 , , ,0.0,19.0,1.1191513200053944e+18,b'India',2019-04-19 08:10:42,epap for detail version plea log polit congress bjp aap loksabha rajyasabha tio new epap bhopal mumbai MP rajasthan jaipur delhi jammu UP bihar punjab raipur pib india indianarmi world woman PR ,b'Indianobserver_',Both,False
 , , ,0.0,459.0,1.1191471256804352e+18,b'',2019-04-19 07:54:02,delhi delhicapit delhiboy delhinew goodfriday aap bjp bjp modi elect elect elect abkibaarkiskisarkar electionswithtim school build delhi,b'netas_r_corrupt',BJP,False
 , , ,1.0,459.0,1.119146771685372e+18,b'',2019-04-19 07:52:37,delhi delhicapit delhiboy delhinew goodfriday aap bjp bjp modi elect elect elect abkibaarkiskisarkar electionswithtim A school hostel delhi,b'netas_r_corrupt',BJP,False
 , , ,0.0,1206.0,1.1191465288854692e+18,b'Leeds England UK',2019-04-19 07:51:39,RT new alert avg poll record phase II complaint faulti evm also report mani state L,b'Ajaygolmalgobi',Others,False
 , , ,0.0,64.0,1.1191426180157522e+18,b'',2019-04-19 07:36:07,follow who role model Mr kejriw follow plea explain I like market strategi thappad elect bjp congress aap,b'krvarmora',Both,False
 , , ,11.0,394.0,1.119137792590672e+18,"b'New Delhi, India'",2019-04-19 07:16:56,have bless good friday goodfriday jesuschrist jesu aap jakhar jakharwestdelhi loksabhaelect,b'bsjakharaap',Others,False
 , , ,0.0,76.0,1.1191359892412662e+18,b'Bangalore ',2019-04-19 07:09:47,I alway huge respect man He reason I join aap reason I quit aap that respect multipli time watch video indiavot,b'AnkulShetty',Others,False
 , , ,0.0,1659.0,1.1191357360940032e+18,b'',2019-04-19 07:08:46, A terror accus insult martyr hemant karkar die defend countri mumbai attack who the real antin now bjpinsultsmartyr aap,b'AbhiArchive',BJP,False
 , , ,0.0,450.0,1.1191351156306616e+18,b'',2019-04-19 07:06:18, real antin aap mental papa arvindkejriw,b'SarcasticMeee',Others,False
 , , ,1.0,11.0,1.1191350247946528e+18,"b'New Delhi, India'",2019-04-19 07:05:57, excel work done aap govt,b'MansiC84599946',Others,False
 , , ,0.0,6.0,1.1191319618034688e+18,"b'British Columbia, Canada'",2019-04-19 06:53:46, aap taksali support mr khalra khaira let contest elect independ candid brahmpura generalelect punjabelect sikh sikhvot jaswantsinghkhalra taksaliakali aap,b'EnglishPunjab',Others,False
 , , ,0.0,6.0,1.119131558714069e+18,b'',2019-04-19 06:52:10,RT smt harban kaur dullo Ex mla amp cp join aap presenc senior leadership she name loksa,b'GopalSi03569617',Others,False
New Delhi, ,India,6.0,5154.0,1.1191253520501514e+18,"b'New Delhi, India'",2019-04-19 06:27:30,can b option swap aap inc allianc take back seat alkal Vs priyankac,b'AggaAlka',Others,False
